"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=1348"">Angelkin</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=256"">Aasimar</a></u>, <u><a href=""Traits.aspx?ID=317"">Lineage</a></u>","1","&mdash;","You descend from an angel—a winged messenger from Nirvana or one of the other celestial realms—which gives you a knack for cultures and languages.","—"
"<u><a href=""Feats.aspx?ID=25"">Animal Accomplice</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=80"">Gnome</a></u>","1","&mdash;","You build a rapport with an animal, which becomes magically bonded to you.","—"
"<u><a href=""Feats.aspx?ID=311"">Animal Companion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","1","[<a href=""Classes.aspx?ID=6"">Druid</a>] <a style=""text-decoration:underline"" href=""DruidicOrders.aspx?ID=1"">animal order</a>","You gain the service of a young animal companion that travels with you.","—"
"<u><a href=""Feats.aspx?ID=2489"">Animal Senses</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=337"">Beastkin</a></u>","1","&mdash;","You gain one of the following senses available to your inherent animal: darkvision, low-light vision, or scent (imprecise) 30 feet.","—"
"<u><a href=""Feats.aspx?ID=2605"">Aquatic Eyes</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=314"">Undine</a></u>","1","&mdash;","As your connection to water grows, you can see more easily in places with less light, such as the depths of the ocean.","—"
"<u><a href=""Feats.aspx?ID=3033"">Arcane Fists</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=389"">Magus</a></u>","1","&mdash;","Your physical training encompasses unarmed combat forms.","—"
"<u><a href=""Feats.aspx?ID=754"">Arcane Sense</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","1","trained in <u><a href=""Skills.aspx?ID=2"">Arcana</u></a>","Cast detect magic at will as an arcane innate spell.","—"
"<u><a href=""Feats.aspx?ID=938"">Arcane Tattoos</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=90"">Human</a></u>","1","&mdash;","You have tattoos on your body corresponding to one of the ancient Thassilonian schools of magic.","—"
"<u><a href=""Feats.aspx?ID=2109"">Armor Assist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","1","trained in <u><a href=""Skills.aspx?ID=3"">Athletics</u></a> or <u><a href=""Skills.aspx?ID=8"">Warfare Lore</u></a>","Don armor more quickly.","—"
"<u><a href=""Feats.aspx?ID=755"">Armor Proficiency</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","1","&mdash;","Become trained in a type of armor.","—"
"<u><a href=""Feats.aspx?ID=756"">Assurance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=76"">Fortune</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","1","trained in at least one skill","Receive a fixed result on a skill check.","—"
"<u><a href=""Feats.aspx?ID=964"">Avenge in Glory</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=54"">Dwarf</a></u>","1","&mdash;","You honor your ally’s life, gaining temporary Hit Points equal to your level for 1 minute.","—"
"<u><a href=""Feats.aspx?ID=2476"">Axiomatic Lore</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=335"">Aphorite</a></u>","1","&mdash;","You possess a strong understanding of process among mortals and lawful outsiders alike.","—"
"<u><a href=""Feats.aspx?ID=2670"">Azarketi Lore</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=76"" title=""Azarketi Ancestry Web Supplement"">Azarketi Ancestry Web Supplement</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=336"">Azarketi</a></u>","1","&mdash;","You have learned the history and origins of your people and how to connect to both your land and sea heritage.","—"
"<u><a href=""Feats.aspx?ID=2671"">Azarketi Weapon Familiarity</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=76"" title=""Azarketi Ancestry Web Supplement"">Azarketi Ancestry Web Supplement</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=336"">Azarketi</a></u>","1","&mdash;","You are familiar with weapons that excel underwater.","—"
"<u><a href=""Feats.aspx?ID=179"">Bardic Lore</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","1","<a style=""text-decoration:underline"" href=""Muses.aspx?ID=1"">enigma muse</a>","Your studies make you informed on every subject.","—"
"<u><a href=""Feats.aspx?ID=758"">Bargain Hunter</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","1","trained in <u><a href=""Skills.aspx?ID=6"">Diplomacy</u></a>","Earn Income by searching for deals.","—"
"<u><a href=""Feats.aspx?ID=760"">Battle Medicine</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","1","trained in <u><a href=""Skills.aspx?ID=9"">Medicine</u></a>","Heal yourself or an ally in battle.","—"
"<u><a href=""Feats.aspx?ID=1283"">Beast Trainer</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=124"">Orc</a></u>","1","&mdash;","You have an impressive innate ability to tame and command ferocious beasts.","—"
"<u><a href=""Feats.aspx?ID=2449"">Beastbrood</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=317"">Lineage</a></u>, <u><a href=""Traits.aspx?ID=258"">Tiefling</a></u>","1","&mdash;","One of your ancestors was a rakshasa, the corrupt and aristocratic reincarnated souls that call Golarion home.","—"
"<u><a href=""Feats.aspx?ID=1177"">Blessed Blood</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","1","bloodline that grants divine spells; you follow a deity","Your deity’s blessings manifest in your blood-borne power","—"
"<u><a href=""Feats.aspx?ID=2114"">Bon Mot</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=101"">Linguistic</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","1","trained in <u><a href=""Skills.aspx?ID=6"">Diplomacy</u></a>","Distract a foe with a witty quip.","—"
"<u><a href=""Feats.aspx?ID=2401"">Bone Magic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=226"">Lizardfolk</a></u>","1","&mdash;","Your connection to your iruxi ancestors manifests as a simple primal spell that you cast using a fragment of an ancestor's bones.","—"
"<u><a href=""Feats.aspx?ID=999"">Bouncy Goblin</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=81"">Goblin</a></u>","1","<u><a href=""Heritages.aspx?ID=20"">Unbreakable Goblin</u></a> heritage","You have a particular elasticity that makes it easy for you to bounce and squish.","—"
"<u><a href=""Feats.aspx?ID=763"">Breath Control</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","1","&mdash;","Hold your breath longer and gain benefits against inhaled threats.","—"
"<u><a href=""Feats.aspx?ID=2551"">Brightsoul</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=301"">Ifrit</a></u>, <u><a href=""Traits.aspx?ID=317"">Lineage</a></u>","1","&mdash;","The fire inside you asserts itself as beaming, radiant light.","—"
"<u><a href=""Feats.aspx?ID=1323"">Brine May</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=212"">Changeling</a></u>, <u><a href=""Traits.aspx?ID=317"">Lineage</a></u>","1","&mdash;","Your mother was a sea hag, granting you one sea-green or blue eye.","—"
"<u><a href=""Feats.aspx?ID=2606"">Brinesoul</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=74"" title=""Ancestry Guide"">Ancestry Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=317"">Lineage</a></u>, <u><a href=""Traits.aspx?ID=314"">Undine</a></u>","1","&mdash;","Your elemental ancestor's legacy asserts itself as brackish water, like the seawater of the ocean.","—"
