"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=1821"">Energy Fusion</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>, <u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","10","&mdash;","You fuse two spells together, combining their energy types.","—"
"<u><a href=""Feats.aspx?ID=1822"">Energy Ward</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","10","&mdash;","You trap energy from the last spell you cast within your body, coating your flesh in a protective ward.","—"
"<u><a href=""Feats.aspx?ID=2692"">Entwined Energy Ki</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","10","&mdash;","You can transform your inner power into a type of energy to empower your ki abilities.","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Feats.aspx?ID=1128"">Everyone Duck!</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</u></a>","You intentionally set off the trap, but you take special precautions to protect yourself and your allies from the trap’s effects.","—"
"<u><a href=""Feats.aspx?ID=109"">Expanded Splash</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","10","<u><a href=""Feats.aspx?ID=99"">Calculated Splash</u></a>","The particularly volatile compounds that you brew into your bombs result in them creating especially large and powerful explosions.","—"
"<u><a href=""Feats.aspx?ID=2163"">Fading</a></u>","<img alt=""PFS Restricted"" title=""PFS Restricted"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Restricted.png"">","<u><a href=""Sources.aspx?ID=40"" title=""Legends"">Legends</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=156"">Teleportation</a></u>","10","<u><a href=""Feats.aspx?ID=898"">Crimson Shroud</u></a>","You fade partially from reality.","—"
"<u><a href=""Feats.aspx?ID=402"">Fearsome Brute</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","10","&mdash;","Fear makes your foes weak and more vulnerable to your attacks.","—"
"<u><a href=""Feats.aspx?ID=1133"">Font of Knowledge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1130"">Scrollmaster Dedication</u></a>","Experience or focused study have granted you mastery of a number of topics.","—"
"<u><a href=""Feats.aspx?ID=158"">Furious Sprint</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","10","&mdash;","You rush forward.","—"
"<u><a href=""Feats.aspx?ID=3025"">Fused Polearm</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=3020"">Runelord Dedication</u></a>","During your daily preparations, you can magically fuse your arcane bonded weapon and a magical <u><a href=""Equipment.aspx?Category=32"">staff</a></u> together into one item, with the staff making up the haft of the weapon.","—"
"<u><a href=""Feats.aspx?ID=1084"">Gaze of Veracity</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1082"">Hellknight Signifer Dedication</u></a>; ability to cast focus spells","You can channel your mask’s power to pierce through lies and see the truth in any situation.","—"
"<u><a href=""Feats.aspx?ID=2077"">Giant Snare</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=2074"">Snarecrafter Dedication</u></a>","You can create bigger snares for quick deployment, making it more likely for a creature to walk into your snares.","—"
"<u><a href=""Feats.aspx?ID=159"">Great Cleave</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","10","<u><a href=""Feats.aspx?ID=147"">Cleave</u></a>","Your fury carries your weapon through multiple foes.","—"
"<u><a href=""Feats.aspx?ID=618"">Greater Bloodline</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","10","bloodline spell","Further communion with the legacy of your bloodline has uncovered greater secrets.","—"
"<u><a href=""Feats.aspx?ID=110"">Greater Debilitating Bomb</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","10","<u><a href=""Feats.aspx?ID=103"">Debilitating Bomb</u></a>","You have learned enhanced techniques and alchemical secrets that allow you to expand the range of effects you can impose with your bombs.","—"
"<u><a href=""Feats.aspx?ID=2004"">Greater Magical Edification</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=2001"">Magical Edification</u></a>","You've continued to expand your compendium of tools to compile knowledge.","—"
"<u><a href=""Feats.aspx?ID=1884"">Greater Magical Scholastics</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1879"">Archaeologist Dedication</u></a>; <u><a href=""Feats.aspx?ID=1880"">Magical Scholastics</u></a>","You broaden your magical studies, allowing you to find the right path, detect objects, and conceal those objects from unscrupulous rivals.","—"
"<u><a href=""Feats.aspx?ID=916"">Greater Spell Runes</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=913"">Spell Runes</u></a>","You gain more powerful spell runes.","—"
"<u><a href=""Feats.aspx?ID=1118"">Halcyon Spellcasting Initiate</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=1115"">Halcyon Speaker Dedication</u></a>","Your knowledge of halcyon magic increases.","—"
"<u><a href=""Feats.aspx?ID=2978"">Harden Flesh</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>","10","<a style=""text-decoration:underline"" href=""DruidicOrders.aspx?ID=6"">stone order</a>","You fortify your skin with minerals drawn from earth and stone.","—"
"<u><a href=""Feats.aspx?ID=1140"">Harrying Strike</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=15"">Attack</a></u>, <u><a href=""Traits.aspx?ID=133"">Press</a></u>","10","<u><a href=""Feats.aspx?ID=1139"">Swordmaster Dedication</u></a>","Your attack prevents a foe from pursuing your allies.","—"
"<u><a href=""Feats.aspx?ID=336"">Healing Transformation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","10","&mdash;","You can take advantage of shapechanging magic to close wounds and patch injuries.","—"
"<u><a href=""Feats.aspx?ID=291"">Heroic Recovery</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","10","<a style=""text-decoration:underline"" href=""Classes.aspx?ID=5"">healing font</a>; good alignment","The restorative power of your healing invigorates the recipient.","—"
"<u><a href=""Feats.aspx?ID=198"">House of Imaginary Walls</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>","10","&mdash;","You erect an imaginary barrier others believe to be real.","—"
"<u><a href=""Feats.aspx?ID=1774"">Hunter's Vision</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","10","warden spells","You are so focused on your hunted prey that you can see it clearly even beyond the limits of your senses.","—"
"<u><a href=""Feats.aspx?ID=238"">Imposing Destrier</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","10","<a style=""text-decoration:underline"" href=""Classes.aspx?ID=4"">divine ally (steed)</a>; <u><a href=""Feats.aspx?ID=228"">Loyal Warhorse</u></a>","Under your care, your mount has realized its innate potential.","—"
"<u><a href=""Feats.aspx?ID=1618"">Impressive Landing</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>","10","&mdash;","You slam into the ground, shattering it around you.","—"
"<u><a href=""Feats.aspx?ID=292"">Improved Command Undead</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>","10","<a style=""text-decoration:underline"" href=""Classes.aspx?ID=5"">harmful font</a>; <u><a href=""Feats.aspx?ID=277"">Command Undead</u></a>; evil alignment","Undead creatures find it all but impossible to resist your commands.","—"
"<u><a href=""Feats.aspx?ID=403"">Improved Knockdown</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","10","<u><a href=""Feats.aspx?ID=372"">Knockdown</u></a>","You can dash your foe to the ground with a single blow.","—"
"<u><a href=""Feats.aspx?ID=520"">Incredible Companion (Ranger)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","10","<u><a href=""Feats.aspx?ID=508"">Mature Animal Companion (Ranger)</u></a>","Your animal companion continues to grow and develop.","—"
"<u><a href=""Feats.aspx?ID=1975"">Incredible Familiar (Familiar Master)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=318"">Enhanced Familiar</u></a>","Your familiar is infused with even more magic than other familiars.","—"
"<u><a href=""Feats.aspx?ID=1468"">Just One More Thing</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=76"">Fortune</a></u>, <u><a href=""Traits.aspx?ID=318"">Investigator</a></u>","10","&mdash;","After your attempt to influence someone goes poorly, you add another bit of information or ask a pointed question, possibly salvaging your previous attempt.","—"
"<u><a href=""Feats.aspx?ID=160"">Knockback</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","10","&mdash;","The weight of your swing drives your enemy back.","—"
"<u><a href=""Feats.aspx?ID=464"">Knockback Strike</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=112"">Monk</a></u>","10","&mdash;","You focus your strength into a blow powerful enough to push an enemy away from you.","—"
"<u><a href=""Feats.aspx?ID=2664"">Know it All</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=75"" title=""Pathfinder #164: Hands of the Devil"">Pathfinder #164</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=2658"">Eldritch Researcher Dedication</u></a>","Your knowledge of abstruse topics is unparalleled.","—"
"<u><a href=""Feats.aspx?ID=887"">Lastwall Warden</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","10","<u><a href=""Feats.aspx?ID=882"">Lastwall Sentry Dedication</u></a>","Use your shield to protect your allies.","—"
"<u><a href=""Feats.aspx?ID=239"">Litany Against Sloth</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","10","devotion spells; <a style=""text-decoration:underline"" href=""Tenets.aspx?ID=1"">tenets of good</a>","You rail against the sin of sloth, turning a foe’s laziness against it.","—"
