"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=1537"">Vexing Tumble</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=321"">Swashbuckler</a></u>","6","&mdash;","You tumble around your foes, expertly avoiding their reactions.","—"
"<u><a href=""Feats.aspx?ID=2097"">Viking Weapon Specialist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","6","<u><a href=""Feats.aspx?ID=2096"">Viking Weapon Familiarity</u></a>","You are even more skilled in the weapons of your people.","—"
"<u><a href=""Feats.aspx?ID=915"">Warding Rune</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","6","<u><a href=""Feats.aspx?ID=912"">Runescarred Dedication</u></a>","Your runes provide a warding effect that protects you against a specific school of magic.","—"
"<u><a href=""Feats.aspx?ID=1794"">Watch Your Back</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","6","trained in <u><a href=""Skills.aspx?ID=7"">Intimidation</u></a>","You menace the target, stoking their fears and drawing their attention.","—"
"<u><a href=""Feats.aspx?ID=455"">Water Step</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","6","&mdash;","You can Stride across liquid and surfaces that don’t support your weight.","—"
"<u><a href=""Feats.aspx?ID=2273"">Westyr's Wayfinder Repository</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","6","<u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</u></a>; <u><a href=""Feats.aspx?ID=875"">Wayfinder Resonance Tinkerer</u></a>","You can use your <i>wayfinder</i> to store a little extra magic for when you need it most.","—"
"<u><a href=""Feats.aspx?ID=456"">Whirling Throw</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","6","&mdash;","You propel your grabbed or restrained foe a great distance.","—"
"<u><a href=""Feats.aspx?ID=1575"">Witch's Charge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=43"">Detection</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>","6","&mdash;","You forge a magical link with another creature, granting you awareness of that creature's condition and creating a conduit for spellcasting.","—"
"<u><a href=""Feats.aspx?ID=457"">Wolf Drag</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","6","<u><a href=""Feats.aspx?ID=437"">Wolf Stance</u></a>","You rip your enemy off their feet.","—"
"<u><a href=""Feats.aspx?ID=2107"">Advanced First Aid</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=89"">Healing</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=9"">Medicine</u></a>","Use First Aid to reduce frightened and sickened condition values.","—"
"<u><a href=""Feats.aspx?ID=2108"">Aerobatics Mastery</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=1"">Acrobatics</u></a>","Improve your ability to Maneuver in Flight.","—"
"<u><a href=""Feats.aspx?ID=759"">Battle Cry</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=7"">Intimidation</u></a>","Demoralizes foes when you roll for initiative.","—"
"<u><a href=""Feats.aspx?ID=1174"">Battle Prayer</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=48"">Divine</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","you follow a deity; master in <u><a href=""Skills.aspx?ID=13"">Religion</u></a>","Calling out to your deity, you recite scripture to harm a foe","—"
"<u><a href=""Feats.aspx?ID=2113"">Biographical Eye</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=142"">Secret</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=14"">Society</u></a>","Intuit details about someone’s profession and residence.","—"
"<u><a href=""Feats.aspx?ID=761"">Bizarre Magic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>","Your magic becomes more difficult to identify.","—"
"<u><a href=""Feats.aspx?ID=1175"">Bless Tonic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=128"">Positive</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","deity who grants <a style=""text-decoration:underline"" href=""Spells.aspx?ID=148""><i>heal</i></a> divine font; master in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","You channel positive energy into restoratives that ward against harm","—"
"<u><a href=""Feats.aspx?ID=1176"">Bless Toxin</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=118"">Negative</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","deity who grants <a style=""text-decoration:underline"" href=""Spells.aspx?ID=146""><i>harm</i></a> divine font; master in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","You pour negative energy into toxins you create to further debilitate your targets","—"
"<u><a href=""Feats.aspx?ID=2117"">Consult the Spirits</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=142"">Secret</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=10"">Nature</u></a>, <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>, or <u><a href=""Skills.aspx?ID=13"">Religion</u></a>","Learn about your environment from resident spirits.","—"
"<u><a href=""Feats.aspx?ID=2123"">Disturbing Knowledge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>","Frighten foes with occult secrets.","—"
"<u><a href=""Feats.aspx?ID=2124"">Doublespeak</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=5"">Deception</u></a>","Pass a secret message to allies in your conversation.","—"
"<u><a href=""Feats.aspx?ID=1066"">Entourage</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=791"">Hobnobber</u></a>; master in <u><a href=""Skills.aspx?ID=6"">Diplomacy</u></a>","You have a small group of admirers who tend to follow you around while you’re in civilized settlements.","—"
"<u><a href=""Feats.aspx?ID=1179"">Environmental Grace</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","deity who grants the <a style=""text-decoration:underline"" href=""Domains.aspx?ID=41"">cold</a>, <a style=""text-decoration:underline"" href=""Domains.aspx?ID=13"">fire</a>, <a style=""text-decoration:underline"" href=""Domains.aspx?ID=22"">nature</a>, or <a style=""text-decoration:underline"" href=""Domains.aspx?ID=30"">travel</a> domain; master in <u><a href=""Skills.aspx?ID=16"">Survival</u></a>","You rapidly adapt to environments through a combination of skill, meditation, and divine grace","—"
"<u><a href=""Feats.aspx?ID=1180"">Evangelize</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=101"">Linguistic</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","you follow a deity or philosophy; master in <u><a href=""Skills.aspx?ID=6"">Diplomacy</u></a>","You point out a detail that incontrovertibly supports your faith, causing a listener’s mind to whirl","—"
"<u><a href=""Feats.aspx?ID=777"">Expeditious Search</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","7","master in Perception","Search areas in half the time.","—"
"<u><a href=""Feats.aspx?ID=2061"">Expert Disassembler</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=2058"">Scrounger Dedication</u></a>; master in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","You can apply the same techniques you use to reverse engineer objects to disable them.","—"
"<u><a href=""Feats.aspx?ID=1938"">Fabricated Connections</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=1935"">Dandy Dedication</u></a>; master in <u><a href=""Skills.aspx?ID=5"">Deception</u></a>","You can lie about having taken an action so convincingly that you acquire all the tangible benefits of having successfully completed it.","—"
"<u><a href=""Feats.aspx?ID=785"">Foil Senses</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=15"">Stealth</u></a>","Take precautions against special senses.","—"
"<u><a href=""Feats.aspx?ID=1876"">Graceful Leaper</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=1873"">Acrobat Dedication</u></a>; master in <u><a href=""Skills.aspx?ID=1"">Acrobatics</u></a>","Mass and muscle are meaningless when you leap; only grace and balance matter.","—"
"<u><a href=""Feats.aspx?ID=792"">Impeccable Crafter</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=844"">Specialty Crafting</u></a>; master in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","Craft items more efficiently.","—"
"<u><a href=""Feats.aspx?ID=2134"">Influence Nature</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=49"">Downtime</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=10"">Nature</u></a>","Influence the behavior of certain animals in the area.","—"
"<u><a href=""Feats.aspx?ID=798"">Inventor</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=49"">Downtime</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","Use Crafting to create item formulas.","—"
"<u><a href=""Feats.aspx?ID=799"">Kip Up</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=1"">Acrobatics</u></a>","Stand up for free without triggering reactions.","—"
"<u><a href=""Feats.aspx?ID=1182"">Numb to Death</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>","7","<u><a href=""Feats.aspx?ID=774"">Diehard</u></a>; you have died at least once","Your past has left you numb to death’s call","—"
