"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=2041"">Ritualist Dedication</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=41"">Dedication</a></u>","4","expert in <u><a href=""Skills.aspx?ID=2"">Arcana</u></a>, <u><a href=""Skills.aspx?ID=10"">Nature</u></a>, <u><a href=""Skills.aspx?ID=11"">Occultism</u></a>, or <u><a href=""Skills.aspx?ID=13"">Religion</u></a>","You have begun to master the difficult art of casting rituals.","—"
"<u><a href=""Feats.aspx?ID=2034"">Rope Runner</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","4","<u><a href=""Feats.aspx?ID=2032"">Pirate Dedication</u></a>; trained in <u><a href=""Skills.aspx?ID=1"">Acrobatics</u></a> and <u><a href=""Skills.aspx?ID=3"">Athletics</u></a>","You run and climb across ropes and rigging almost as easily as on the ground.","—"
"<u><a href=""Feats.aspx?ID=504"">Running Reload</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","4","&mdash;","You can reload your weapon on the move.","—"
"<u><a href=""Feats.aspx?ID=565"">Sabotage</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=93"">Incapacitation</a></u>, <u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","4","&mdash;","You subtly damage others’ equipment.","—"
"<u><a href=""Feats.aspx?ID=1184"">Sacred Ki</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","4","<u><a href=""Feats.aspx?ID=433"">Ki Strike</u></a>; you follow a deity","The power of your faith suffuses your ki","—"
"<u><a href=""Feats.aspx?ID=2086"">Safe House</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=2083"">Vigilante Dedication</u></a>","You establish a safe house—a secure space in which to hide your secrets from the outside world.","—"
"<u><a href=""Feats.aspx?ID=1944"">Scales of the Dragon</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=1940"">Dragon Disciple Dedication</u></a>","Scales grow across your body, protecting you against physical and magical threats.","—"
"<u><a href=""Feats.aspx?ID=1460"">Scalpel's Point</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=318"">Investigator</a></u>","4","<a style=""text-decoration:underline"" href=""Methodologies.aspx?ID=3"">forensic medicine methodology</a>","Your stratagems benefit from your precise knowledge of anatomy.","—"
"<u><a href=""Feats.aspx?ID=2048"">Scout's Charge</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=73"">Flourish</a></u>","4","<u><a href=""Feats.aspx?ID=2047"">Scout Dedication</u></a>","You meander around unpredictably, and then ambush your opponents without warning.","—"
"<u><a href=""Feats.aspx?ID=505"">Scout's Warning</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>, <u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","4","&mdash;","You visually or audibly warn your allies of danger.","—"
"<u><a href=""Feats.aspx?ID=2659"">Seeker of Truths</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=75"" title=""Pathfinder #164: Hands of the Devil"">Pathfinder #164</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=2658"">Eldritch Researcher Dedication</u></a>","Your devotion to discovering and hoarding abstruse truths borders on the fanatical, and you can bring this devotion to bear.","—"
"<u><a href=""Feats.aspx?ID=2194"">Sense Alignment</a></u>","—","<u><a href=""Sources.aspx?ID=45"" title=""Pathfinder #157: Devil at the Dreaming Palace"">Pathfinder #157</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=142"">Secret</a></u>","4","<u><a href=""Feats.aspx?ID=2193"">Edgewatch Detective Dedication</u></a>","You read the body language of an intelligent creature within 30 feet and pick up on subtle cues to detect its general propensity for good or evil and law or chaos.","—"
"<u><a href=""Feats.aspx?ID=1881"">Settlement Scholastics</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","4","<u><a href=""Feats.aspx?ID=1879"">Archaeologist Dedication</u></a>","Your studies open up new horizons.","—"
"<u><a href=""Feats.aspx?ID=3010"">Shadow Spells</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=3009"">Shadowcaster Dedication</u></a>","Hidden darkness whispers to you, teaching you secrets of shadow beyond other spellcasters of your tradition.","—"
"<u><a href=""Feats.aspx?ID=2997"">Shared Attunment</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=2995"">Geomancer Dedication</u></a>","When you would gain a benefit from your terrain attunement, you can grant it to one ally within 30 feet instead of yourself.","—"
"<u><a href=""Feats.aspx?ID=2975"">Sheltering Cave</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=33"">Conjuration</a></u>, <u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=55"">Earth</a></u>, <u><a href=""Traits.aspx?ID=66"">Exploration</a></u>, <u><a href=""Traits.aspx?ID=134"">Primal</a></u>","4","<a style=""text-decoration:underline"" href=""DruidicOrders.aspx?ID=6"">stone order</a>","You spend 10 minutes communing with spirits of earth and stone, requesting shelter.","—"
"<u><a href=""Feats.aspx?ID=375"">Shielded Stride</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","4","&mdash;","When your shield is up, your enemies’ blows can’t touch you.","—"
"<u><a href=""Feats.aspx?ID=2905"">Shrink Down</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=386"">Eidolon</a></u>, <u><a href=""Traits.aspx?ID=394"">Evolution</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","4","&mdash;","Your eidolon can shrink to fit into small spaces.","—"
"<u><a href=""Feats.aspx?ID=644"">Silent Spell</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>, <u><a href=""Traits.aspx?ID=166"">Wizard</a></u>","4","<u><a href=""Feats.aspx?ID=640"">Conceal Spell</u></a>","You’ve learned how to cast many of your spells without speaking the words of power you would normally need to provide.","—"
"<u><a href=""Feats.aspx?ID=2906"">Skilled Partner</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","4","&mdash;","Your eidolon gains a 1st-level skill feat and a 2nd-level or lower skill feat.","—"
"<u><a href=""Feats.aspx?ID=2008"">Snap Out of It! (Marshal)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>","4","<u><a href=""Feats.aspx?ID=2005"">Marshal Dedication</u></a>","You give a quick shout, hoping to shake the fog clouding your ally's thoughts.","—"
"<u><a href=""Feats.aspx?ID=506"">Snare Specialist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","4","<u><a href=""Feats.aspx?ID=843"">Snare Crafting</u></a>; expert in <u><a href=""Skills.aspx?ID=4"">Crafting</u></a>","You specialize in creating quick traps to obstruct your enemies on the battlefield.","—"
"<u><a href=""Feats.aspx?ID=729"">Sneak Attacker</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=727"">Rogue Dedication</u></a>","You gain the sneak attack class feature.","—"
"<u><a href=""Feats.aspx?ID=2087"">Social Purview</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=2083"">Vigilante Dedication</u></a>","You have built a reputation for yourself in your social identity.","—"
"<u><a href=""Feats.aspx?ID=1769"">Soothing Mist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","4","warden spells","You have a connection to the healing properties of nature and can produce a magical mist to heal damage and stop burning or bleeding.","—"
"<u><a href=""Feats.aspx?ID=3017"">Soul Flare</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>","4","<u><a href=""Feats.aspx?ID=3016"">Soulforger Dedication</u></a>","You strive to change the outcome with sheer zeal.","—"
"<u><a href=""Feats.aspx?ID=913"">Spell Runes</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=6"" title=""World Guide"">World Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=912"">Runescarred Dedication</u></a>","The magical runes on your body grant you several magical abilities.","—"
"<u><a href=""Feats.aspx?ID=2948"">Spellstriker</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=2945"">Magus Dedication</u></a>","You gain the magus's Spellstrike activity.","—"
"<u><a href=""Feats.aspx?ID=2280"">Spirit Spells</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=71"" title=""Pathfinder #163: Ruins of Gauntlight"">Pathfinder #163</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=2277"">Ghost Hunter Dedication</u></a>","Your ability to confront incorporeal menaces develops into full-fledged spellcasting.","—"
"<u><a href=""Feats.aspx?ID=2223"">Spiritual Explorer</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</u></a>","You're familiar with the danger that lingering spirits can pose to an unwary adventurer.","—"
"<u><a href=""Feats.aspx?ID=1607"">Spiritual Guides</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=76"">Fortune</a></u>","4","<a style=""text-decoration:underline"" href=""Instincts.aspx?ID=5"">spirit instinct</a>","Though no one sees them and only you can hear them, the spirits around you constantly chatter, save when you are raging.","—"
"<u><a href=""Feats.aspx?ID=1814"">Split Shot</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>, <u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","4","&mdash;","You fragment a ranged spell into a pair of smaller shots.","—"
"<u><a href=""Feats.aspx?ID=1996"">Spot Translate</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=101"">Linguistic</a></u>","4","<u><a href=""Feats.aspx?ID=1993"">Linguist Dedication</u></a>","You interpret a creature's words, repeating their message in a different language that you know.","—"
"<u><a href=""Feats.aspx?ID=1979"">Stage Fighting</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","4","<u><a href=""Feats.aspx?ID=1976"">Gladiator Dedication</u></a>","You pull punches to give a better show.","—"
"<u><a href=""Feats.aspx?ID=447"">Stand Still</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","4","&mdash;","You strike out when your foe tries to flee.","—"
