"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=171"">Collateral Thrash</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","16","<u><a href=""Feats.aspx?ID=156"">Thrash</u></a>","When you Thrash a grabbed foe, you smack that foe into another nearby.","—"
"<u><a href=""Feats.aspx?ID=1658"">Courageous Onslaught</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=107"">Metamagic</a></u>","16","<u><a href=""Feats.aspx?ID=1638"">Courageous Advance</u></a>; <u><a href=""Feats.aspx?ID=1649"">Courageous Assault</u></a>","You use your performance to orchestrate an onslaught against your enemies.","—"
"<u><a href=""Feats.aspx?ID=2713"">Cross the Threshold</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=85"" title=""Pathfinder #166: Despair on Danger Island"">Pathfinder #166</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","16","<u><a href=""Feats.aspx?ID=2710"">Ghost Eater Dedication</u></a>","You can cast ethereal jaunt as an occult innate spell once per day.","—"
"<u><a href=""Feats.aspx?ID=1554"">Deadly Grace</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=321"">Swashbuckler</a></u>","16","&mdash;","Your graceful attacks are especially powerful.","—"
"<u><a href=""Feats.aspx?ID=1476"">Didactic Strike</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=318"">Investigator</a></u>","16","<u><a href=""Feats.aspx?ID=1454"">Shared Stratagem</u></a>","When you find a glaring weakness, you can set your allies up to annihilate your foe.","—"
"<u><a href=""Feats.aspx?ID=1948"">Disciple's Breath</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","16","<u><a href=""Feats.aspx?ID=1940"">Dragon Disciple Dedication</u></a>; <a style=""text-decoration:underline"" href=""Spells.aspx?ID=499""><i>dragon breath</i></a> sorcerer bloodline spell","You unleash your breath weapon without spending focus.","—"
"<u><a href=""Feats.aspx?ID=594"">Dispelling Slice</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=139"">Rogue</a></u>","16","&mdash;","Your sneak attack slices through the threads binding magic to a target.","—"
"<u><a href=""Feats.aspx?ID=2880"">Dispelling Spellstrike</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=389"">Magus</a></u>","16","<a style=""text-decoration:underline"" href=""Actions.aspx?ID=755"">Spellstrike</a>","The spell you deliver tries to force out magic affecting your enemy.","—"
"<u><a href=""Feats.aspx?ID=1505"">Diverse Mystery</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=319"">Oracle</a></u>","16","<u><a href=""Feats.aspx?ID=1492"">Advanced Revelation</u></a>","You have broadened your understanding of the divine and can tap into the wonders of a different mystery.","—"
"<u><a href=""Feats.aspx?ID=172"">Dragon Transformation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=167"">Instinct</a></u>, <u><a href=""Traits.aspx?ID=127"">Polymorph</a></u>, <u><a href=""Traits.aspx?ID=134"">Primal</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","16","<a style=""text-decoration:underline"" href=""Instincts.aspx?ID=2"">dragon instinct</a>; <u><a href=""Feats.aspx?ID=162"">Dragon's Rage Wings</u></a>","You transform into a ferocious large dragon.","—"
"<u><a href=""Feats.aspx?ID=206"">Effortless Concentration</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=19"">Bard</a></u>, <u><a href=""Traits.aspx?ID=52"">Druid</a></u>, <u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>, <u><a href=""Traits.aspx?ID=323"">Witch</a></u>, <u><a href=""Traits.aspx?ID=166"">Wizard</a></u>","16","&mdash;","You can maintain a spell with hardly a thought.","—"
"<u><a href=""Feats.aspx?ID=2732"">Electric Counter</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=112"">Monk</a></u>","16","<u><a href=""Feats.aspx?ID=463"">Wild Winds Initiate</u></a>","You can charge yourself with lighting, gain resistance to electricity or shocking an attacker.","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Feats.aspx?ID=479"">Enlightened Presence</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=112"">Monk</a></u>","16","&mdash;","You exude an aura of resolve.","—"
"<u><a href=""Feats.aspx?ID=302"">Eternal Bane</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>","16","evil alignment","A life of evil has made you a nexus for your deity’s vile power.","—"
"<u><a href=""Feats.aspx?ID=303"">Eternal Blessing</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=26"">Cleric</a></u>","16","good alignment","Your good deeds have brought your deity’s grace to you for all of eternity.","—"
"<u><a href=""Feats.aspx?ID=119"">Eternal Elixir</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","16","<u><a href=""Feats.aspx?ID=113"">Extend Elixir</u></a>","Your body readily accepts and retains minor changes.","—"
"<u><a href=""Feats.aspx?ID=2937"">Ever-Vigilant Senses</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=394"">Evolution</a></u>, <u><a href=""Traits.aspx?ID=392"">Summoner</a></u>","16","&mdash;","Your eidolon has enhanced senses.","—"
"<u><a href=""Feats.aspx?ID=1690"">Expand Aura</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>","16","You have at least one <a style=""text-decoration:underline"" href=""Traits.aspx?ID=206"">aura</a> from a champion feat or feature.","You focus your divine power to extend your influence.","—"
"<u><a href=""Feats.aspx?ID=120"">Exploitive Bomb</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=4"">Additive 2</a></u>, <u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","16","&mdash;","You mix a substance into the bomb to foil resistances.","—"
"<u><a href=""Feats.aspx?ID=1555"">Felicitous Riposte</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=76"">Fortune</a></u>, <u><a href=""Traits.aspx?ID=321"">Swashbuckler</a></u>","16","&mdash;","You take advantage of your foe's openings with uncanny odds.","—"
"<u><a href=""Feats.aspx?ID=1756"">Flinging Blow</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","16","&mdash;","You take a moment to center yourself, then unleash a powerful blow that sends your target tumbling away.","—"
"<u><a href=""Feats.aspx?ID=2264"">Focus Ally</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=76"">Fortune</a></u>","16","<u><a href=""Feats.aspx?ID=1139"">Swordmaster Dedication</u></a>","You're so focused on your allies that you can help them to recenter when something would take them out of the fight.","—"
"<u><a href=""Feats.aspx?ID=1123"">Fulminating Synergy</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","16","<u><a href=""Feats.aspx?ID=1116"">Dualistic Synergy</u></a>","When you draw upon your spells’ synergy, you create a physical manifestation of their magical resonance and invoke it to harm a foe.","—"
"<u><a href=""Feats.aspx?ID=1628"">Furious Vengeance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=18"">Barbarian</a></u>, <u><a href=""Traits.aspx?ID=135"">Rage</a></u>","16","<a style=""text-decoration:underline"" href=""Instincts.aspx?ID=3"">fury instinct</a>","Your enemy's blow fuels your rage and provokes your immediate retaliation.","—"
"<u><a href=""Feats.aspx?ID=121"">Genius Mutagen</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=7"">Alchemist</a></u>","16","&mdash;","Specialized tweaks to your formula that supplements your genius considerably broaden the benefits you gain from cognitive mutagens.","—"
"<u><a href=""Feats.aspx?ID=422"">Graceful Poise</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>, <u><a href=""Traits.aspx?ID=152"">Stance</a></u>","16","<u><a href=""Feats.aspx?ID=356"">Double Slice</u></a>","With the right positioning, your off-hand weapon can strike like a scorpion’s stinger.","—"
"<u><a href=""Feats.aspx?ID=535"">Greater Distracting Shot</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","16","<u><a href=""Feats.aspx?ID=525"">Distracting Shot</u></a>","Even a single missile can throw of your enemy’s balance, and more powerful attacks leave it flustered for longer.","—"
"<u><a href=""Feats.aspx?ID=626"">Greater Mental Evolution</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","16","<u><a href=""Feats.aspx?ID=609"">Arcane Evolution</u></a> or <u><a href=""Feats.aspx?ID=612"">Occult Evolution</u></a>","Your bloodline’s deep connection to mental essence greatly enhances your spell repertoire.","—"
"<u><a href=""Feats.aspx?ID=627"">Greater Vital Evolution</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=148"">Sorcerer</a></u>","16","<u><a href=""Feats.aspx?ID=611"">Divine Evolution</u></a> or <u><a href=""Feats.aspx?ID=613"">Primal Evolution</u></a>","Vital power surges through you like a font of energy.","—"
"<u><a href=""Feats.aspx?ID=348"">Impaling Briars</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>","16","<a style=""text-decoration:underline"" href=""DruidicOrders.aspx?ID=2"">leaf order</a>","You can fill an area with devastating briars that impale and impede your foes.","—"
"<u><a href=""Feats.aspx?ID=1477"">Implausible Purchase (Investigator)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=318"">Investigator</a></u>","16","<u><a href=""Feats.aspx?ID=1463"">Predictive Purchase (Investigator)</u></a>","It seems impossible, but you've analyzed every angle and are able to just keep pulling out exactly the item you need, even in far-flung locations.","—"
"<u><a href=""Feats.aspx?ID=423"">Improved Reflexive Shield</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>","16","<u><a href=""Feats.aspx?ID=383"">Reflexive Shield</u></a>","Your shield can help save nearby allies.","—"
"<u><a href=""Feats.aspx?ID=536"">Improved Twin Riposte (Ranger)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","16","<u><a href=""Feats.aspx?ID=523"">Twin Riposte</u></a>","You are able to riposte an additional time per turn.","—"
"<u><a href=""Feats.aspx?ID=1691"">Instrument of Slaughter</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","16","<a style=""text-decoration:underline"" href=""Classes.aspx?ID=4"">divine ally (blade)</a>; <a style=""text-decoration:underline"" href=""Tenets.aspx?ID=2"">tenets of evil</a>","Your blade ally thirsts for the blood of your foes.","—"
"<u><a href=""Feats.aspx?ID=257"">Instrument of Zeal</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=24"">Champion</a></u>","16","<a style=""text-decoration:underline"" href=""Classes.aspx?ID=4"">divine ally (blade)</a>; <a style=""text-decoration:underline"" href=""Tenets.aspx?ID=1"">tenets of good</a>","Divine energy fills your weapon.","—"
"<u><a href=""Feats.aspx?ID=1909"">Lead the Pack</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","16","<u><a href=""Feats.aspx?ID=1903"">Mature Beastmaster Companion</u></a>; you have multiple animal companions","You can have up to two animal companions active at once.","—"
"<u><a href=""Feats.aspx?ID=537"">Legendary Monster Hunter</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=136"">Ranger</a></u>","16","<u><a href=""Feats.aspx?ID=521"">Master Monster Hunter</u></a>; legendary in <u><a href=""Skills.aspx?ID=10"">Nature</u></a>","Your knowledge of monsters is so incredible that it reveals glaring flaws in your prey.","—"
"<u><a href=""Feats.aspx?ID=480"">Master of Many Styles</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","16","<u><a href=""Feats.aspx?ID=472"">Stance Savant (Monk)</u></a>","You move between stances in an unceasing dance.","—"
"<u><a href=""Feats.aspx?ID=2247"">Master's Counterspell</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","16","<u><a href=""Feats.aspx?ID=1134"">Spellmaster Dedication</u></a>; master in spell attack rolls and spell DCs","When a foe Casts a Spell and you can see its manifestations, you can use your magic to disrupt it.","—"
"<u><a href=""Feats.aspx?ID=1757"">Medusa's Wrath</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","16","ki spells","You learn a monstrous ki technique that infuses your blows with the petrifying power of a medusa's gaze.","—"
"<u><a href=""Feats.aspx?ID=2248"">Mobile Magical Combat</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=73"">Flourish</a></u>","16","<u><a href=""Feats.aspx?ID=1134"">Spellmaster Dedication</u></a>","You dart around the battlefield, casting spells while you carefully make melee attacks with your weapon.","—"
"<u><a href=""Feats.aspx?ID=349"">Monstrosity Shape</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=52"">Druid</a></u>","16","<u><a href=""Feats.aspx?ID=316"">Wild Shape</u></a>","You can transform into a powerful magical creature.","—"
"<u><a href=""Feats.aspx?ID=424"">Multishot Stance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=71"">Fighter</a></u>, <u><a href=""Traits.aspx?ID=152"">Stance</a></u>","16","<u><a href=""Feats.aspx?ID=387"">Triple Shot</u></a>","You lock yourself in a stable position so you can fire swiftly and accurately.","—"
"<u><a href=""Feats.aspx?ID=1758"">One-Millimeter Punch</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=112"">Monk</a></u>","16","<u><a href=""Feats.aspx?ID=1742"">One-Inch Punch</u></a>","Your punches have incredible force and control.","—"
"<u><a href=""Feats.aspx?ID=1192"">Opportune Throw</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=21"" title=""Pathfinder #151: The Show Must Go On"">Pathfinder #151</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>","16","<u><a href=""Feats.aspx?ID=1187"">Juggler Dedication</u></a>; legendary in <u><a href=""Skills.aspx?ID=12"">Performance</u></a>","Make a ranged attack with a Juggled item against a vulnerable creature.","Extinction Curse"
